"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","Instagram Brazilian Story Views","1.008","0.72","20","50000","wizsmm","09c1f844-7b2c-4fcf-993c-e0bff52a4087"
"instagram","Instagram Indonesian Story Views","1.008","0.72","20","5000","wizsmm","71cfe8e2-011a-4da5-98ea-461f694134b1"
"instagram","Instagram Italian Story Views","1.008","0.72","20","5000","wizsmm","9399a4c1-0e58-4ad2-9fca-53ef28af6363"
"instagram","Instagram Nigerian Story Views","1.008","0.72","20","5000","wizsmm","1703784d-6b31-41f3-827d-a4378973beaa"
"instagram","Instagram Spanish Story Views","1.008","0.72","10","50000","wizsmm","c3353b8c-25ad-4b00-b85d-cb0cb40dc1ce"
"instagram","Instagram French  Story Views","1.008","0.72","20","5000","wizsmm","5c01b948-189b-41d3-b08a-21981b5590f4"
"instagram","Instagram Latin Story Views","1.008","0.72","20","50000","wizsmm","a332ea54-309c-4692-a726-8fde8c7242d2"
"instagram","Instagram Arabic Story Poll Voting","4.872","3.48","20","100000","wizsmm","c8e51913-b3d1-49af-91f7-535cf4e7b25c"
"instagram","Instagram Brazil Story Poll Voting","4.872","3.48","20","100000","wizsmm","48b1904e-fa45-41df-a572-ab1964c532eb"
"instagram","Instagram French Story Poll Voting","4.872","3.48","20","10000","wizsmm","1ef449a1-2b14-42f8-95f6-1e14f25fb691"
"instagram","Instagram Global Story Poll Voting","4.872","3.48","20","100000","wizsmm","0564db54-ac54-4704-8f13-77667f7a842c"
"instagram","Instagram Indonesian Story Poll Voting","4.872","3.48","20","50000","wizsmm","5dae3064-d325-4387-b2c8-c65f5707956b"
"instagram","Instagram Italian Story Poll Voting","4.872","3.48","20","10000","wizsmm","f85104ef-4819-46aa-863b-a13d666a4a54"
"instagram","Instagram Latin Story Poll Voting","4.872","3.48","20","100000","wizsmm","9c7a43c8-71ad-4d43-8c62-9c47cee876b6"
"instagram","Instagram Nigeria Story Poll Voting","4.872","3.48","20","10000","wizsmm","cb9e3455-ec47-4cd5-8aa9-7b011d582430"
"instagram","Instagram Spanish Story Poll Voting","4.872","3.48","20","100000","wizsmm","47503001-ffcd-4728-9be5-937921f4f093"
"instagram","🇧🇷 Instagram Followers [BRAZIL] [Refill: NO] [Max: 10K] [Start Time: 0 - 1 Hr] [Speed: 10K/D] ⛔️💧","2.1518","1.537","10","1000000","wizsmm","d2068030-56a7-4ff2-b994-92cff3a35dc6"
"instagram","Instagram Likes [Refill: 365 Days] [Max: 10K] [Start Time: 0-1 Hours] [Speed: 10K/Day] 💧⛔","0.2503","0.1788","10","10000000","wizsmm","d231ed96-15e7-4cec-9c30-af5399630520"
"instagram","Instagram Auto Likes + Impressions + Reach [Max: 45K] [Start Time: 0-1 Hour] [Speed: 1K/Day]","0.315","0.225","10","45000","wizsmm","d270137a-9f8c-447e-8c7b-6ec0f98111b7"
"instagram","Instagram Followers [SPAM ON] [Refill: 30D] [Max: 1M] [Start Time: 0-1 Hr] [Speed: 30K/Day] ♻️ 💧 ⛔","1.225","0.875","10","1000000","wizsmm","d292a184-ee56-4777-a208-d457349d8160"
"instagram","Instagram Followers [SPAM ON] [Max: 1M] [Refill: 30D] [Start Time: 0 - 1 Hr] [Speed: 20K/D] ♻️💧⛔","4.725","3.375","10","1000000","wizsmm","d2bb370d-f8b9-4530-9322-5e90c505db66"
"instagram","Instagram Auto Likes [Refill: No] [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: Up to 100K/D] 💧⛔","0.1925","0.1375","10","500000","wizsmm","d2bba36c-72bf-4945-b94b-171c5717389b"
"instagram","Instagram Turkish Story Poll Voting","4.872","3.48","20","100000","wizsmm","a7587b66-c96c-4078-9a80-68ac5e55a460"
"instagram","Instagram Premium Followers | 100% USA Users 🇺🇸 | No Refill | 20K/Day","1.596","1.14","50","50000","wizsmm","e293d17b-a706-4f87-a54c-f7c5643d16d9"
"instagram","Instagram Premium Likes | 100% USA Users 🇺🇸 | No Refill | 20K/Day","0.336","0.24","50","50000","wizsmm","74aa76a6-8053-4adb-a8d2-05c7d21ae972"
"instagram","Instagram Premium Custom Comments | 100% USA Users 🇺🇸 | No Refill | 20K/Day","7.56","5.4","10","5000","wizsmm","855d8736-c81b-4cc4-b1fe-4e78fb020b3f"
"instagram","Instagram VIP Followers | EU - USA 🇺🇸 🇪🇺 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","500000","wizsmm","44f2c619-97d7-4e73-beaf-e9494546f884"
"instagram","Instagram VIP Followers | Global 🌍 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","1000000","wizsmm","a29fc42f-64f1-4c48-93f0-3d32933edb69"
"instagram","Instagram VIP Followers | Spanish 🇪🇸 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","250000","wizsmm","d70a1bd6-64f0-49c6-9f98-6c59e7f368d1"
"instagram","Instagram VIP Followers | Arabic 🇦🇪 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","100000","wizsmm","f07fdf1a-5e58-4cef-88b6-2e67206ad495"
"instagram","Instagram VIP Followers | Brazilian 🇧🇷 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","150000","wizsmm","01266cbd-10ff-4103-899c-737e0e832a61"
"instagram","Instagram VIP Followers | Turkish 🇹🇷 | No Drop | 50K/Day | 30 Days Refill ♻️","7.924","5.66","20","400000","wizsmm","d8f05ffb-2d18-4a33-937c-80ca4ec367cd"
"instagram","Instagram VIP Likes | %100 Global 🌎 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","2000000","wizsmm","140cf463-6120-4f2b-ac48-15e4ae99b587"
"instagram","Instagram VIP Male Likes | %100 Global 🌎 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","2000000","wizsmm","4ca1e748-3817-423a-80c3-227bd5bac98f"
"instagram","Instagram Likes [Refill: 30] [Max: 30K]  [Start Time: 0 - 1 Hr] [Speed: 30K/Day]","0.1978","0.1413","10","10000000","wizsmm","d3ef5178-055b-487c-b800-db678272a029"
"instagram","Instagram Likes [Refill: 30D] [Max: 250K] [Start Time: 0 - 1 Hour] [Speed: 100K/Day] 💧⛔️","0.525","0.375","100","150000","wizsmm","d3f3e7cd-9744-44fd-8e38-a72186d7e7c1"
"instagram","🇫🇷 Instagram Likes [500] [France] [Start Time: Instant] [Speed: 500/Day]","14.56","10.4","20","5000","wizsmm","d429635b-e4ac-4ad4-90ab-09a95f24b9b8"
"instagram","Instagram Auto Likes [NON DROP] [Max: 8K] [Start Time: 0-1 Hour] [Speed: 8K/Day] 💧🔥🔥","0.0916","0.0654","1","1000000","wizsmm","d429e5a7-57a8-4eee-8658-5e3a8e3881bc"
"instagram","Instagram Auto RAL™ Likes [Refill: No Drop] [Max: 10K] [Start Time: 0-8 Hrs] [Speed: Up to 5K/D] ⚡💧","10.2375","7.3125","50","10000","wizsmm","d455a48f-b1a2-4aa8-80f2-c90f95b42156"
"instagram","Instagram Followers [Max 1M] [Start Time: 0 - 1Hr] [Refill: No] [Speed: Up to 20K/D] 💧⛔","0.805","0.575","50","1000000","wizsmm","d4c19c69-d3a1-4f6b-acfc-61f8175328a3"
"instagram","Instagram VIP Female Likes | %100 Global 🌎 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","2000000","wizsmm","042e7007-d353-4d4a-ac50-246023959a80"
"instagram","Instagram VIP Followers | %100 Switzerland 🇨🇭 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","90aeaa22-f29f-4ed3-9916-bc7090d49020"
"instagram","Instagram VIP Female Followers | %100 Switzerland 🇨🇭 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","35817cdd-cd1e-4aff-9647-7c25d6251a69"
"instagram","Instagram VIP Male Followers | %100 Switzerland 🇨🇭 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","f579eb29-5c8e-4c3d-8696-da6eff6a5e43"
"instagram","Instagram VIP Followers | %100 Switzerland 🇨🇭 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","34c8f8d6-e8a1-4521-8dcf-269b3de2904d"
"instagram","Instagram VIP Male Followers | %100 Switzerland 🇨🇭 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","ff17b197-ea9d-4b4a-8e52-38fcbbe35a95"
"instagram","Instagram VIP Female Followers | %100 Switzerland 🇨🇭 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","7ba5f801-d9b1-4671-baac-728b04503e6d"
"instagram","Instagram VIP Likes | %100 Switzerland 🇨🇭 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","7edf5f72-d667-43a0-841e-a5f82a47fbed"
"instagram","Instagram VIP Female Likes | %100 Switzerland 🇨🇭 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","6b433f92-92e6-47ce-ad14-2268a9bce2d9"
"instagram","Instagram VIP Male Likes | %100 Switzerland 🇨🇭 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","8700b4b1-8f9c-4c37-b3d2-0a73a788f742"
"instagram","Instagram VIP Followers | %100 Belgium 🇧🇪 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","4729128c-09ab-4477-81d5-bf190dc2d9db"
"instagram","Instagram VIP Female Followers | %100 Belgium 🇧🇪 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","248d36fb-d4cc-40cf-a953-8f451360e5c5"
"instagram","Instagram VIP Male Followers | %100 Belgium 🇧🇪 | 20K/Day | 90 Days Refill ♻️","26.418","18.87","20","10000","wizsmm","463eb4e7-099b-468d-b106-dc948d488b3f"
"instagram","Instagram VIP Followers | %100 Belgium 🇧🇪 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","8d3461fc-609d-4315-87b5-c326a9fb0cec"
"instagram","Instagram VIP Male Followers | %100 Belgium 🇧🇪 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","13673b54-c5b8-4b57-a14e-ba47c004ca18"
"instagram","Instagram VIP Female Followers | %100 Belgium 🇧🇪 | 20K/Day | 180 Days Refill ♻️","52.822","37.73","20","10000","wizsmm","dc1cacb2-3202-4a5b-9998-f5362f784e64"
"instagram","Instagram VIP Likes | %100 Belgium 🇧🇪 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","26879b9f-8295-4efa-b206-33ea44a8f713"
"instagram","Instagram VIP Female Likes | %100 Belgium 🇧🇪 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","08054b6e-bec4-4d33-80df-2d5c0c6262e8"
"instagram","Instagram VIP Male Likes | %100 Belgium 🇧🇪 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","10","10000","wizsmm","52e872dd-4868-4b05-afae-00dceff1c2fe"
"instagram","Instagram Male Followers | %100 Spain 🇪🇸 | Max 100K | 100% Real HQ | R30 ♻️ | 10K/Day","13.216","9.44","20","100000","wizsmm","e9bd351f-5f6d-431b-b691-c45b4983cda6"
"instagram","Instagram Female Followers | %100 Spain 🇪🇸 | Max 100K | 100% Real HQ | R30 ♻️ | 10K/Day","13.216","9.44","20","150000","wizsmm","a1c1d1f2-b7c8-4508-8693-f530a9fdfa75"
"instagram","Instagram VIP Likes | %100 Spain 🇪🇸 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","250000","wizsmm","ea73a18d-d36d-40cf-91e1-67de985fd1ff"
"instagram","Instagram VIP Male Likes | %100 Spain 🇪🇸 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","100000","wizsmm","ad24502a-205b-4a97-b50c-6f794bf51f40"
"instagram","Instagram Likes [SUPER] [Refill: No] [Max:10K] [Start Time: 0-1 Hour] [Speed: 3K/Hour]","0.0921","0.0658","100","10000000","wizsmm","d64ae000-2ce2-414d-8b41-9e476e7923d1"
"instagram","Instagram FEMALE Comments [10K+ Followers] [Random 10 Comments] [Max: 10] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","4.2","3","1000","1000","wizsmm","d659d641-c6a1-4168-b2b1-c4fb930f10f7"
"instagram","Instagram POWER Likes [Max: 50K] [Start Time: 0-6 Hours] [Speed: INSTANT] 💧","3.01","2.15","50","50000","wizsmm","d666b029-3430-4953-94a4-00a284f6b892"
"instagram","🇧🇷 Instagram Followers [HQ] [BRAZIL] [Refill: Auto 30D] [Max: 100K] [Start Time: 1 Hour] [Speed: 10K/Day]  ⛔️💧","2.7125","1.9375","10","50000","wizsmm","d6a2edca-dd41-4b8f-9a25-f375f64f258b"
"instagram","Instagram VIP Female Likes | %100 Spain 🇪🇸 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","150000","wizsmm","e9d8da33-2cf5-4fe2-afac-bba23890e7a2"
"instagram","Instagram VIP Followers | %100 USA Users 🇺🇸 | 30 Days Refill | 20K/D","11.886","8.49","20","400000","wizsmm","7063bb57-cfbe-4143-8e8c-d355ed9fe4fb"
"instagram","Instagram VIP Followers | %100 USA Female Users 🇺🇸 | 30 Days Refill | 20K/D","13.216","9.44","20","200000","wizsmm","b5976838-5aa2-455f-815c-50c2cc12ee11"
"instagram","Instagram VIP Followers | %100 USA Male Users 🇺🇸 | 30 Days Refill | 20K/D","13.216","9.44","20","200000","wizsmm","7d48ecb3-2a93-4aaf-916d-a6d36bee0ed1"
"instagram","Instagram VIP Likes | %100 USA Users 🇺🇸 | 30 Days Refill | 50K/D","2.646","1.89","20","100000","wizsmm","308e86f7-c322-4fc0-bfd9-5c55691c870d"
"instagram","Instagram VIP Likes | %100 USA Female Users 🇺🇸 | 30 Days Refill | 50K/D","2.646","1.89","20","100000","wizsmm","85f1d0f7-15a8-4dd2-accf-5d5e6f4c8c3d"
"instagram","Instagram VIP Likes | %100 USA Male Users 🇺🇸 | 30 Days Refill | 50K/D","2.646","1.89","20","100000","wizsmm","f23ad1a0-6388-4dff-8a15-a260b770d24a"
"instagram","Instagram VIP Followers | %100 Latin 🇦🇷 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","100000","wizsmm","d7231e98-ca47-4085-a73c-30a2cffac959"
"instagram","Instagram VIP Female Followers | %100 Latin 🇦🇷 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","100000","wizsmm","acdb35d8-14bc-4a3e-ad9b-c7cd19ecf7e4"
"instagram","Instagram VIP Male Followers | %100 Latin 🇦🇷 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","100000","wizsmm","e62a5eb3-4c66-40e1-b6b4-28338b5bc155"
"instagram","Instagram VIP Likes | %100 Latin 🇦🇷 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","200000","wizsmm","487ee6dd-4644-4bfe-9df2-fac79324bf39"
"instagram","Instagram VIP Male Likes | %100 Latin 🇦🇷 | 50K/Day | 30 Days Refill ♻️","2.646","1.89","20","100000","wizsmm","71ec6070-c72e-4287-82ef-38a56cac2f7f"
"instagram","Instagram VIP Female Likes | %100 Latin 🇦🇷 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","20","150000","wizsmm","17ea082e-c76c-456d-b9d0-aa480ca99418"
"instagram","Instagram VIP Followers | %100 Nigeria 🇳🇬 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","20000","wizsmm","a9a03606-5d53-4413-b2f0-78c91f32cfed"
"instagram","Instagram VIP Female Followers | %100 Nigeria 🇳🇬 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","20000","wizsmm","30d1aefb-d515-44a4-8e1e-d18892706a89"
"instagram","Instagram VIP Male Followers | %100 Nigeria 🇳🇬 | 20K/Day | 30 Days Refill ♻️","13.216","9.44","20","20000","wizsmm","1a6d9ddf-105c-498e-b99f-c91cf769becb"
"instagram","Instagram Premium Likes | %100 Nigeria 🇳🇬 | Max 100K | 30 Days Refill ♻️ | 3K/Hour","2.646","1.89","20","100000","wizsmm","5531f0de-f4b7-4f3a-8967-69ed99b0a8b3"
"instagram","Instagram VIP Female Likes | %100 Nigeria 🇳🇬 | 30K/Day | 30 Days Refill ♻️","2.646","1.89","10","100000","wizsmm","57323bbb-3e29-45bf-b552-5cd6ea0b1390"
"instagram","Instagram VIP Male Likes | %100 Nigeria 🇳🇬 | 30K/Day | 30 Days Refill ♻️","2.646","1.89","20","100000","wizsmm","e67a2036-e52c-4c01-b927-98b03dc08208"
"instagram","Instagram Premium Story Views | Indonesia 🇮🇩 | Max 100K | 100% Real HQ | 10K/Hour","0.532","0.38","10","100000","wizsmm","ea9aa023-06c1-401c-a401-4eb98f12e040"
"instagram","Instagram Premium Likes | Indonesia 🇮🇩 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","20","100000","wizsmm","40e8e01e-e5b5-4bb4-b007-cfa22b575b1c"
"instagram","Instagram Premium Male Likes | Indonesia 🇮🇩 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","10","20000","wizsmm","b7c7a16d-0ec0-4240-9e62-4a0bbc227342"
"instagram","Instagram Premium Female Likes | Indonesia 🇮🇩 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","10","100000","wizsmm","b1586332-fb2f-415e-a664-6b01b961b2a1"
"instagram","Instagram VIP Followers | Indonesia 🇮🇩 | 100% Real Users | 30 Days Refill ♻️ | 20K/Day","13.216","9.44","20","20000","wizsmm","79e6fe97-05ee-41f9-bc9d-7f29b9bd55d0"
"instagram","Instagram VIP Female Followers | Indonesia 🇮🇩 | 100% Real Female Users | 30 Days Refill ♻️ | 10K/Day","13.216","9.44","20","20000","wizsmm","6b4d472e-2b67-4e96-a581-b88dfaee6db8"
"instagram","Instagram VIP Male Followers | Indonesia 🇮🇩 | 100% Real Male Users | 30 Days Refill ♻️ | 10K/Day","12.698","9.07","20","20000","wizsmm","3da39bea-067e-4b1b-982e-376b873d2609"
"instagram","Instagram Premium Custom Comments | Indonesia 🇮🇩 | Max 10K | 100% Real HQ | Instant Start","31.696","22.64","5","10000","wizsmm","80ca0e80-27b8-4183-bef1-b103a6d52e08"
"instagram","Instagram VIP Followers | Italy 🇮🇹 | 100% Real Users | 90 Days Refill ♻️ | 10K/Day","26.418","18.87","20","25000","wizsmm","994d4708-7438-4862-9864-4192ba3d1656"
"instagram","🇧🇷Instagram BRAZIL Comments [CUSTOM - FEMALE] [Max: 10K] [Start Time: 1 Hour] [Speed: 500/Day]","62.72","44.8","1","10000","wizsmm","d80cadae-3410-4392-9aec-9f790cd84e83"
"instagram","🇫🇷 Instagram Followers [500] [France] [Start Time: Instant] [Speed: 500/Day]","40.04","28.6","20","5000","wizsmm","d80fc388-cb01-4647-b54e-6add158277bf"
"instagram","Instagram Auto Likes [Refill: 30 Days] [10K] [Start Time: Instant] [Speed: 10K/Day] ⛔♻️","0.21","0.15","50","50000","wizsmm","d8645eda-d05f-4053-9038-b521590092f0"
"instagram","Instagram Followers [Refill: No] [Max: 600K] [Start Time: 0 - 3 Hours] [Speed: 20K/Day]","2.821","2.015","10","600000","wizsmm","d8f54abb-95fe-424d-8680-827f311e0cd3"
"instagram","Instagram Female Likes [Premium] [NON DROP] [Max: 2K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","13.965","9.975","50","9050","wizsmm","d9201dcb-10eb-485c-b241-21141ccbfd16"
"instagram","Instagram Auto Likes [SUPER HQ] [Max: 150K] [Start Time: 0-1 Hour] [Speed: 2-5K/Day] 🔥🔥🔥🔥","0.5775","0.4125","10","500000","wizsmm","d975571f-d5b1-446c-bc09-319cfa8ad15b"
"instagram","Instagram VIP Female Followers | Italy 🇮🇹 | 100% Real Female Users | 90 Days Refill ♻️ | 10K/Day","26.418","18.87","20","25000","wizsmm","63dbf8a2-0c13-4027-b4ef-3dee1984b27f"
"instagram","Instagram VIP Male Followers | Italy 🇮🇹 | 100% Real Male Users | 90 Days Refill ♻️ | 10K/Day","26.418","18.87","20","25000","wizsmm","013008a4-5093-4f42-8c32-53f27a7abcff"
"instagram","Instagram Premium Likes | Italy 🇮🇹 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","20","10000","wizsmm","40a96bc9-8708-4c08-8b49-dac6abed456e"
"instagram","Instagram Premium Female Likes | Italy 🇮🇹 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","20","10000","wizsmm","19067865-edb1-42e1-9f9d-258105434e4c"
"instagram","🇮🇹  Instagram Likes [ITALY] [Start Time: 0 - 1 Hour] [Speed: 1K/Day]","5.544","3.96","20","2000","wizsmm","da1eb517-a1b0-4391-9d83-36b5d39c1f6c"
"instagram","Instagram Followers [ 🇦🇪 🇸🇦 ARAB - GULF] [Refill: No] [Max: 3K] [Start Time: 0-1 Hour] [Speed: 3K/Day]","8.4","6","20","5000","wizsmm","da2b27f4-d75a-424a-aa9b-ff19301a5d27"
"instagram","Instagram Premium Male Likes | Italy 🇮🇹 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 1K/Hour","2.646","1.89","20","10000","wizsmm","71c2ce0a-9751-41d4-8167-6b4f7144174a"
"instagram","Instagram VIP Followers | %100 France 🇫🇷 | 10K/Day | 90 Days Refill ♻️","26.418","18.87","20","20000","wizsmm","20011c68-a3ca-42a7-a62f-6b87e36c45c2"
"instagram","Instagram VIP Male Followers | %100 France 🇫🇷 | 10K/Day | 90 Days Refill ♻️","26.418","18.87","20","20000","wizsmm","ff5d5cd9-502b-4483-9ff0-88530e2a18cc"
"instagram","Instagram VIP Female Followers | %100 France 🇫🇷 | 10K/Day | 90 Days Refill ♻️","26.418","18.87","20","20000","wizsmm","4522091b-646f-4a75-84ca-c80a59e471ad"
"instagram","Instagram VIP Likes | %100 France 🇫🇷 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","20","30000","wizsmm","19c28472-43d9-40e5-9042-043ab7aa78a9"
"instagram","Instagram VIP Male Likes | %100 France 🇫🇷 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","20","20000","wizsmm","fb239ae1-9beb-4086-843d-1867ea83e753"
"instagram","Instagram VIP Female Likes | %100 France 🇫🇷 | 20K/Day | 30 Days Refill ♻️","2.646","1.89","20","20000","wizsmm","1ea9e556-a7d3-4388-8aad-ca4740565750"
"instagram","Instagram VIP Followers | %100 Brazil 🇧🇷 | 30 Days Refill ♻️","11.886","8.49","20","150000","wizsmm","1b646f60-a375-483c-bb4f-7890e438a682"
"instagram","Instagram VIP Female Followers | %100 Brazil 🇧🇷 | 30 Days Refill ♻️","11.886","8.49","20","100000","wizsmm","cda1792b-db2e-4d8b-8f28-fef3b1f6b9e1"
"instagram","Instagram VIP Male Followers | %100 Brazil 🇧🇷 | 30 Days Refill ♻️","11.886","8.49","20","50000","wizsmm","47941442-ac81-4e1a-bfa8-6d35e3c5d4c5"
"instagram","Instagram Premium Likes | %100 Brazil 🇧🇷 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 5K/Day","2.646","1.89","20","30000","wizsmm","a0ca3bfc-537a-4f52-8021-7f57e35d28d8"
"instagram","Instagram Premium Male Likes | %100 Brazil 🇧🇷 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 5K/Day","2.646","1.89","20","30000","wizsmm","39607829-98d6-47bd-9696-7340e6dd81e4"
"instagram","Instagram Premium Female Likes | %100 Brazil 🇧🇷 | Max 100K | 100% Real HQ | 30 Days Refill ♻️ | 5K/Day","2.646","1.89","20","50000","wizsmm","1f36b31d-676e-4427-9b12-b79372c4c4dd"
"instagram","Instagram VIP Followers | %100 Azerbaijan 🇦🇿 | Max 20K | 100% Real HQ | R30 ♻️ | 20K/Day","13.216","9.44","20","20000","wizsmm","3d677dd5-dda7-4384-8869-f5c2b592c93a"
"instagram","Instagram Likes [BOTS] [Refill: 30 Days] [Max: 20K] [Start Time: 0-1 Hour] [Speed: 10k/Day] ♻️","0.1575","0.1125","10","500000","wizsmm","da90bc4a-cf2d-46b1-9c71-28ecb7d42c44"
"instagram","🇧🇷 Instagram Likes [Brazil] [Refill: No] [Max: 5K] [Start Time: 0 - 1 Hr] [Speed: 500/D] 💧⛔️♻️","0.525","0.375","20","6000","wizsmm","da99f520-ca8d-4469-92db-0049cb6fd467"
"instagram","🇹🇷 Instagram Custom Comments [REAL - TURKEY] [Max: 10K] [Start Time: 1 Hour] [Speed: 5K/Day]","7.4256","5.304","10","1000000","wizsmm","dadbf026-369c-4bbc-90d8-50f5cc6c00e4"
